papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
EZTC3,ON NM,EZTec ON NM,Construção e Engenharia,Construção Civil,8.955.150.000,7.659.320.000,30/06/2020,227.000.000,"39,45","28,46","2,29","9,961","0,75%","2,031","4,98","43,99","5,28","37,62","35,45","22,64%","36,33%","6,15","6,63%","8,05%","95.519.100,00","3.907.800.000,00","0,00","6,16%"
AFLT3,ON,AFLUENTE T ON,Energia Elétrica,Energia Elétrica,630.850.000,594.980.000,30/09/2020,63.085.000,"10,00","28,51","3,38","16,826","8,28%","2,997","13,92","27,59","16,53","26,02","25,90","60,98%","59,01%","3,73","13,23%","11,85%","44.124,70","186.712.000,00","0,00","8,64%"
GOAU3,ON N1,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,9.578.610.000,24.007.100.000,30/06/2020,1.087.240.000,"8,81","28,93","0,86","0,256","0,45%","0,153","0,82","5,21","-0,91","13,05","5,93","4,91%","2,46%","2,15","3,52%","2,97%","652.003,00","11.138.400.000,00","1,88","-0,35%"
BAUH4,PN,EXCELSIOR PN,Alimentos,Carnes e Derivados,426.533.000,391.200.000,31/03/2020,5.222.000,"81,68","29,05","5,62","2,345","1,05%","3,370","19,29","26,55","23,40","24,35","18,75","8,83%","8,07%","1,47","24,80%","19,33%","63.889,40","75.956.000,00","0,00","11,79%"
BPAC11,UNT,BTGP BANCO UNT,Financeiros,Bancos,71.977.200.000,-,30/06/2020,2.712.710.000,"79,60","29,44","2,81","0,000","1,50%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,56%","265.930.000,00","25.573.200.000,00","0,00","68,38%"
CYRE3,PN,CYRELA BRAZIL REALTY PN,Construção e Engenharia,Construção Civil,10.449.300.000,11.766.900.000,30/06/2020,399.743.000,"26,14","29,91","2,15","2,771","4,96%","0,958","3,09","24,74","38,63","27,86","26,02","11,20%","12,51%","2,36","4,61%","7,19%","194.906.000,00","4.857.670.000,00","0,60","3,25%"
BSCT5,PNAANT,BESC S.A. PNAANT,Financeiros,Bancos,587.923.000,-,30/06/2008,167.978.000,"3,50","30,51","2,76","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
CEPE6,PNB,CELPE PNB,Energia Elétrica,Energia Elétrica,1.742.190.000,6.215.190.000,30/09/2020,74.612.000,"23,35","30,60","1,03","1,092","4,73%","0,182","14,40","10,46","-0,36","37,31","33,69","10,44%","3,57%","1,04","2,15%","3,37%","54,30","1.689.000.000,00","3,36","-20,55%"
BRGE6,PNB,CONSORCIO ALFA PNB,Financeiros,Bancos,1.657.040.000,-93.447.000,30/06/2020,73.646.000,"22,50","30,89","1,35","44,617","3,14%","0,213","3,50","-3,81","-2,52","0,21","0,22","-1.172,58%","227,65%","1,10","-7,21%","4,38%","1.803,88","1.224.080.000,00","0,00","4,52%"
CEPE3,ON,CELPE ON,Energia Elétrica,Energia Elétrica,1.830.230.000,6.303.230.000,30/09/2020,74.612.000,"24,53","32,15","1,08","1,147","0,00%","0,191","15,13","10,99","-0,38","37,83","34,17","10,44%","3,57%","1,04","2,15%","3,37%","0,00","1.689.000.000,00","3,36","-20,55%"
OFSA3,ON NM,OUROFINO S/A ON NM,Saúde,Medicamentos e Outros Produtos,1.633.580.000,1.823.650.000,30/06/2020,53.949.000,"30,28","32,49","3,17","2,571","0,68%","1,768","7,49","20,16","21,00","22,51","17,07","12,76%","7,91%","1,82","10,69%","9,74%","352.837,00","515.951.000,00","0,63","6,43%"
CREM3,ON,CREMER S.A. ON,Saúde,Medicamentos e Outros Produtos,465.117.000,657.534.000,30/09/2018,32.077.000,"14,50","32,69","2,45","0,685","0,00%","0,670","4,89","8,52","-5,41","12,04","7,07","8,05%","2,10%","1,29","11,36%","7,50%","0,00","189.701.000,00","1,58","-0,27%"
CEPE5,PNA,CELPE PNA,Energia Elétrica,Energia Elétrica,1.866.050.000,6.339.050.000,30/09/2020,74.612.000,"25,01","32,78","1,10","1,170","4,01%","0,195","15,42","11,20","-0,39","38,05","34,36","10,44%","3,57%","1,04","2,15%","3,37%","5.279,98","1.689.000.000,00","3,36","-20,55%"
EUCA3,ON,EUCATEX ON,Madeira e Papel,Madeira,2.271.020.000,2.735.920.000,30/06/2020,92.619.000,"24,52","32,96","1,63","1,949","0,00%","0,905","-545,26","17,42","-5,89","20,98","10,41","11,19%","4,94%","0,99","5,56%","4,94%","54.579,60","1.395.980.000,00","0,35","1,94%"
TSEP3,ON,TELE SUDESTE CELULAR PART SA ON,,,3.673.240.000,3.218.790.000,31/12/2005,91.831.000,"40,00","33,05","1,79","1,768","0,00%","1,250","5,24","20,44","6,11","17,91","17,91","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
ELEK4,PN,ELEKEIROZ S/A PN,Químicos ,Petroquímicos,818.610.000,976.386.000,31/03/2020,31.485.000,"26,00","33,27","3,62","0,842","1,65%","1,452","5,10","70,89","-150,12","84,56","33,61","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
B3SA3,ON,B3 ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,112.841.000.000,105.551.000.000,30/06/2020,2.059.140.000,"54,80","33,47","4,42","14,866","3,52%","2,553","26,40","26,51","-32,29","24,80","20,00","56,08%","44,39%","1,39","14,19%","13,20%","692.983.000,00","25.545.600.000,00","0,26","35,69%"
LOGG3,ON NM,LOG COM PROP ON NM,Exploração de Imóveis,Exploração de Imóveis,3.403.940.000,3.770.510.000,30/06/2020,102.159.000,"33,32","34,09","1,15","24,996","0,64%","0,846","6,65","32,20","-11,91","35,67","35,43","77,62%","75,82%","3,04","3,00%","3,38%","14.133.100,00","2.957.040.000,00","0,29","8,98%"
GOAU4,PN N1,METALÚRGICA GERDAU PN N1,Siderurgia e Metalurgia,Siderurgia,11.296.500.000,25.725.000.000,30/06/2020,1.087.240.000,"10,39","34,12","1,01","0,302","0,38%","0,180","0,97","6,14","-1,07","13,99","6,35","4,91%","2,46%","2,15","3,52%","2,97%","135.908.000,00","11.138.400.000,00","1,88","-0,35%"
MERC3,ON,MERCANTIL BRASIL ON,Financeiros,Soc. Crédito e Financiamento,378.390.000,-,30/06/2020,18.010.000,"21,01","34,74","1,53","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,41%","0,00","246.977.000,00","0,00","-15,54%"
CTIP3,ON NM,CETIP ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,13.017.500.000,13.184.100.000,31/03/2017,262.979.000,"49,50","35,13","8,76","8,248","0,00%","3,774","-71,28","21,15","-14,32","21,42","18,26","38,99%","23,48%","0,85","24,63%","24,94%","0,00","1.486.250.000,00","0,67","13,43%"
CCPR3,ON,CYRELA COMMERCIAL PROPERTIES SA EMP PART ON,Exploração de Imóveis,Exploração de Imóveis,2.259.790.000,3.093.080.000,30/06/2020,158.582.000,"14,25","35,25","1,23","4,838","0,34%","0,439","3,62","9,96","-1,87","13,63","10,91","48,58%","26,74%","4,14","5,13%","3,50%","4.055.080,00","1.830.530.000,00","0,85","3,52%"
TNLP3,ON,TELEMAR ON,Telefonia Fixa,Telefonia Fixa,13.227.300.000,29.449.300.000,30/09/2011,476.661.000,"27,75","35,39","0,96","0,468","0,00%","0,170","1,76","4,63","-0,45","10,31","10,31","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
JSLG3,ON NM,JULIO SIMOES ON NM,Transporte,Transporte Rodoviário,8.511.730.000,17.423.100.000,30/06/2020,279.991.000,"30,40","35,52","6,07","0,883","0,59%","0,377","1,17","9,92","-0,98","20,31","9,14","8,90%","2,67%","2,69","6,76%","17,09%","14.466.600,00","1.402.480.000,00","12,25","11,09%"
GGBR3,ON N1,GERDAU S.A. ON N1,Siderurgia e Metalurgia,Siderurgia,33.000.300.000,47.428.900.000,30/06/2020,1.719.660.000,"19,19","35,98","1,10","0,881","0,36%","0,527","2,85","17,86","-3,12","25,68","11,69","4,93%","2,48%","2,14","3,54%","3,05%","1.800.060,00","30.051.600.000,00","0,70","-0,35%"
VIGR3,ON NM,VIGOR FOOD ON NM,Alimentos,Laticínios,4.069.200.000,4.992.030.000,31/03/2016,162.768.000,"25,00","36,57","2,55","0,763","0,00%","0,899","11,45","12,39","-5,02","15,20","22,95","6,16%","2,28%","1,26","9,06%","6,98%","0,00","1.593.560.000,00","0,84","54,72%"
BOBR4,PN,BOMBRIL SA PN,Prods. de Uso Pessoal e de Limpeza,Produtos de Limpeza,541.861.000,780.059.000,30/06/2020,260.510.000,"2,08","37,98","-2,13","0,510","0,00%","0,777","-2,88","4,82","-0,84","6,94","5,78","10,58%","1,34%","0,62","21,98%","-5,60%","202.357,00","-254.612.000,00","-1,04","-0,26%"
ALSC3,ON NM,ALIANSCE ON NM,Exploração de Imóveis,Exploração de Imóveis,5.694.240.000,5.153.060.000,30/06/2019,205.198.000,"27,75","38,57","2,20","10,717","0,95%","1,202","9,41","19,33","-4,22","17,49","14,08","55,45%","29,30%","5,39","7,03%","5,69%","0,00","2.593.960.000,00","0,00","2,34%"
VIVA3,ON NM,VIVARA S.A. ON NM,"Tecidos, Vestuário e Calçados",Acessórios,5.876.610.000,5.612.430.000,30/06/2020,236.198.000,"24,88","39,29","5,44","5,927","0,63%","3,170","7,99","34,00","12,55","32,48","32,48","17,43%","15,08%","2,45","13,82%","13,85%","35.526.800,00","1.079.630.000,00","0,30","0,00%"
RHDS3,ON,M G POLIEST ON,Químicos ,Petroquímicos,882.746.000,1.260.320.000,30/06/2014,8.024.960.000,"0,11","39,98","3,24","0,548","0,00%","0,790","-65,29","7,49","-2,70","10,70","8,06","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%"
PFRM3,ON NM,PROFARMA ON NM,Comércio e Distribuição,Medicamentos,637.637.000,1.201.750.000,30/06/2020,123.813.000,"5,15","40,66","0,64","0,122","0,00%","0,188","1,42","3,49","-3,73","6,57","3,81","3,50%","0,30%","1,25","8,57%","1,57%","3.428.570,00","1.001.000.000,00","0,95","7,44%"
EQPA6,PNB,EQTL PARA PNB,Energia Elétrica,Energia Elétrica,23.592.900.000,25.727.500.000,30/06/2020,2.209.070.000,"10,68","40,81","7,03","4,223","0,75%","2,054","8,96","18,17","-6,12","19,82","15,87","23,24%","10,35%","2,61","14,31%","17,23%","0,00","3.356.070.000,00","1,20","7,41%"
RLOG3,ON NM,COSAN LOG ON NM,Transporte,Transporte Ferroviário,7.879.440.000,20.285.500.000,30/06/2020,463.224.000,"17,01","40,82","3,26","1,130","0,00%","0,188","3,17","3,88","-0,30","9,98","5,40","29,14%","9,99%","1,52","5,67%","7,99%","12.765.100,00","2.416.520.000,00","7,40","9,27%"
RAIA3,ON NM,RAIA ON NM,Comércio e Distribuição,Medicamentos,1.891.460.000,1.740.480.000,30/09/2011,62.015.000,"30,50","41,22","2,98","0,897","0,00%","1,777","4,31","18,18","5,06","16,73","16,73","4,93%","2,18%","2,20","17,80%","7,22%","0,00","635.785.000,00","0,12","0,00%"
CEGR3,ON,CEG ON,Gás,Gás,15.578.300.000,16.314.100.000,30/06/2020,259.638.000,"60,00","41,34","14,49","3,855","0,00%","4,395","-43,74","24,28","-10,10","25,42","21,01","15,88%","9,32%","0,72","23,66%","35,05%","24.802,00","1.075.100.000,00","1,09","6,51%"
IMCH3,ON NM,IMC HOLDINGS ON NM,Hoteis e Restaurantes,Restaurante e Similares,539.846.000,930.287.000,30/09/2014,84.483.000,"6,39","41,83","0,59","0,336","0,00%","0,289","-9,49","12,28","-0,78","21,16","6,62","2,73%","0,80%","0,82","2,55%","1,40%","0,00","920.589.000,00","0,51","21,04%"
DTEX3,ON NM,DURATEX ON NM,Madeira e Papel,Madeira,14.486.000.000,16.666.100.000,30/06/2020,691.785.000,"20,94","42,51","3,07","2,896","1,78%","1,321","8,35","43,37","-6,34","49,89","16,43","6,68%","6,81%","1,78","3,82%","7,22%","61.878.300,00","4.721.980.000,00","0,80","7,77%"
PTQS4,PN,PETROQUISA PN,,,3.751.440.000,3.882.440.000,30/09/2006,19.800.700.000,"189,46","43,43","2,19","4,717","0,00%","1,577","9,89","-7.214,41","-35,73","-7.466,35","-7.466,35","-0,07%","11,37%","3,32","-0,02%","5,04%","0,00","1.714.950.000,00","0,24","56,13%"
UOLL4,PN,UOL PN,Programas e Serviços,Programas e Serviços,2.357.000.000,2.566.560.000,30/09/2011,120.132.000,"19,62","43,52","2,35","2,054","0,00%","1,403","457,14","15,14","-12,83","16,49","16,49","13,56%","4,69%","1,01","10,57%","5,40%","0,00","1.003.690.000,00","0,23","21,99%"
GGBR4,PN N1,GERDAU S.A. PN N1,Siderurgia e Metalurgia,Siderurgia,40.033.700.000,54.462.300.000,30/06/2020,1.719.660.000,"23,28","43,65","1,33","1,069","0,30%","0,640","3,45","21,67","-3,79","29,48","13,42","4,93%","2,48%","2,14","3,54%","3,05%","270.584.000,00","30.051.600.000,00","0,70","-0,35%"
PCAR3,ON,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,17.812.100.000,27.718.100.000,30/06/2020,268.336.000,"66,38","43,66","1,42","0,250","0,88%","0,282","-40,57","3,70","-0,68","5,75","4,03","6,76%","0,69%","0,98","11,17%","3,25%","138.663.000,00","12.566.000.000,00","1,40","6,61%"
REDE3,ON,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,Energia Elétrica,Energia Elétrica,22.179.500.000,29.074.200.000,30/06/2020,2.110.320.000,"10,51","44,05","5,99","2,046","1,22%","1,058","17,39","14,89","-2,31","19,51","13,70","13,74%","6,50%","1,25","8,30%","13,60%","33.322,20","3.702.250.000,00","2,45","9,18%"
PCAR5,PNA N1,PÃO DE AÇÚCAR PNA N1,Comércio e Distribuição,Alimentos,18.010.700.000,27.916.700.000,30/06/2020,268.336.000,"67,12","44,14","1,43","0,253","0,00%","0,285","-41,03","3,74","-0,68","5,79","4,06","6,76%","0,69%","0,98","11,17%","3,25%","0,00","12.566.000.000,00","1,40","6,61%"
CTSA8,PND,SANTANENSE PND,"Tecidos, Vestuário e Calçados",Fios e Tecidos,111.299.000,343.770.000,30/06/2020,111.299.000,"1,00","44,64","0,39","0,255","0,00%","0,175","5,93","3,73","-1,59","11,53","11,55","6,82%","0,57%","1,07","5,22%","0,88%","0,00","283.521.000,00","0,86","7,43%"
WSON33,DR3,Wilson Sons DR3,Transporte,Serviços de Apoio e Armazenagem,2.899.640.000,5.002.420.000,30/06/2020,71.596.000,"40,50","44,78","1,25","1,716","2,81%","0,515","10,64","4,11","-1,22","7,09","7,09","41,74%","4,14%","1,41","14,72%","2,80%","5.073.430,00","2.312.510.000,00","1,14","0,58%"
FRAS4,PN,FRAS-LE S.A. PN,Material de Transporte,Material Rodoviário,1.259.710.000,1.491.140.000,30/06/2020,217.566.000,"5,79","45,39","1,51","0,950","0,00%","0,636","1,99","12,54","-10,77","14,84","8,28","7,58%","1,45%","2,66","6,87%","3,32%","0,00","835.771.000,00","0,79","13,63%"
GUAR3,ON,GUARARAPES CONFECÇÕES ON,Comércio,"Tecidos, Vestuário e Calçados",7.497.980.000,9.111.840.000,30/06/2020,499.200.000,"15,02","45,53","1,53","1,097","3,18%","0,620","4,29","116,12","-18,41","141,11","15,89","0,94%","2,41%","1,35","0,67%","3,36%","22.293.500,00","4.906.450.000,00","0,81","5,46%"
PNVL4,PN,PANVEL FARMÁCIAS PN,Comércio e Distribuição,Medicamentos,2.870.550.000,3.470.950.000,30/06/2020,151.480.000,"18,95","46,04","5,42","1,003","0,36%","1,867","9,12","30,23","-19,11","36,55","17,45","3,32%","2,18%","1,58","7,48%","11,77%","1.230.670,00","529.635.000,00","1,28","7,88%"
BMIN4,PN,BANCO MERCANTIL DE INVESTIMENTOS SA PN,Financeiros,Bancos,96.017.500,-,30/06/2020,4.825.000,"19,90","46,57","0,78","0,000","7,04%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,67%","11.222,70","123.747.000,00","0,00","-19,66%"
BPAC3,ON,BTGP BANCO ON,Financeiros,Bancos,113.907.000.000,-,30/06/2020,2.712.710.000,"41,99","46,59","4,45","0,000","0,95%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,56%","268.810,00","25.573.200.000,00","0,00","68,38%"
BRAP3,ON N1,BRADESPAR S/A ON N1,Holdings Diversificadas,Holdings Diversificadas,14.843.600.000,14.873.700.000,30/06/2020,348.034.000,"42,65","46,68","1,35","0,000","1,70%","1,293","0,00","-825,20","0,00","-826,87","-826,87","0,00%","0,00%","0,00","0,00%","2,90%","3.827.180,00","10.969.800.000,00","0,00","0,00%"
BMIN3,ON,BANCO MERCANTIL DE INVESTIMENTOS SA ON,Financeiros,Bancos,96.500.000,-,30/06/2020,4.825.000,"20,00","46,80","0,78","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,67%","43.601,30","123.747.000,00","0,00","-19,66%"
PCAR4,PN N1,PÃO DE AÇÚCAR PN N1,Comércio e Distribuição,Alimentos,19.349.700.000,29.255.700.000,30/06/2020,268.336.000,"72,11","47,43","1,54","0,271","0,00%","0,307","-44,08","4,01","-0,74","6,07","4,25","6,76%","0,69%","0,98","11,17%","3,25%","0,00","12.566.000.000,00","1,40","6,61%"
RAIL3,ON NM,RUMO S.A. ON NM,Transporte,Transporte Ferroviário,33.615.900.000,46.018.900.000,30/06/2020,1.854.160.000,"18,13","48,10","3,96","4,819","0,00%","0,802","13,52","16,82","-1,30","23,03","12,37","28,65%","10,07%","1,52","5,57%","8,23%","236.160.000,00","8.490.350.000,00","2,11","13,59%"
FRAS3,ON,FRAS-LE S.A. ON,Material de Transporte,Material Rodoviário,1.338.030.000,1.569.470.000,30/06/2020,217.566.000,"6,15","48,21","1,60","1,009","1,18%","0,675","2,11","13,32","-11,44","15,62","8,71","7,58%","1,45%","2,66","6,87%","3,32%","904.781,00","835.771.000,00","0,79","13,63%"
LEVE4,PN,MAHLE METAL LEVE PN,Material de Transporte,Material Rodoviário,5.708.420.000,5.891.610.000,30/06/2020,128.308.000,"44,49","48,60","4,39","2,623","0,00%","2,212","10,57","21,69","55,09","22,38","16,17","12,10%","5,27%","1,63","13,28%","9,03%","0,00","1.300.220.000,00","0,49","-0,12%"
PRGA4,PN N1,BRF Foods PN N1,Alimentos,Carnes e Derivados,60.935.500.000,75.790.600.000,30/06/2020,812.473.000,"75,00","49,39","8,97","1,702","0,00%","1,246","13,69","21,28","-2,97","26,46","14,62","8,00%","3,50%","1,26","9,28%","18,16%","0,00","6.793.900.000,00","3,66","0,01%"
BRML3,ON,BR MALLS PARTICIPAÇÔES S/A ON,Exploração de Imóveis,Exploração de Imóveis,8.233.720.000,10.437.200.000,30/06/2020,873.141.000,"9,43","49,92","0,78","7,408","0,00%","0,441","8,25","11,18","-1,36","14,17","13,69","66,26%","22,40%","2,89","4,23%","1,57%","181.600.000,00","10.538.200.000,00","0,32","-3,90%"
PLTO6,PNB,POLITENO IND E COMERCIO S.A. PNB,,,692.616.000,708.893.000,31/12/2006,66.152.500.000,"10,47","50,81","692.616,00","0,690","0,00%","0,901","2,90","55,05","-1,55","56,35","56,35","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
CEBR3,ON,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,Energia Elétrica,Energia Elétrica,1.319.060.000,1.468.720.000,30/06/2020,14.416.000,"91,50","51,55","1,86","0,482","1,82%","0,383","19,75","19,77","-1,28","22,01","15,31","2,44%","2,09%","1,05","2,24%","3,61%","149.179,00","707.881.000,00","0,59","5,57%"
VALE3,ON NM,VALE ON NM,Mineração,Minerais Metálicos,335.300.000.000,370.575.000.000,30/06/2020,5.284.470.000,"63,45","52,33","1,79","2,186","6,02%","0,736","6,69","5,29","-2,05","5,84","4,67","41,35%","2,47%","1,82","17,01%","3,43%","1.575.130.000,00","186.959.000.000,00","0,54","14,97%"
BRAP4,PN N1,BRADESPAR S/A PN N1,Holdings Diversificadas,Holdings Diversificadas,16.663.900.000,16.693.900.000,30/06/2020,348.034.000,"47,88","52,40","1,52","0,000","1,67%","1,451","0,00","-926,39","0,00","-928,06","-928,06","0,00%","0,00%","0,00","0,00%","2,90%","111.920.000,00","10.969.800.000,00","0,00","0,00%"
PLTO5,PNA,POLITENO IND E COMERCIO S.A. PNA,,,723.708.000,739.985.000,31/12/2006,66.152.500.000,"10,94","53,09","723.708,00","0,721","0,00%","0,942","3,03","57,52","-1,62","58,82","58,82","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
FFTL3,ON,FOSFERTIL ON,Químicos ,Fertilizantes e Defensivos,14.150.800.000,13.913.100.000,30/09/2011,566.033.000,"25,00","53,22","2,26","3,410","0,00%","1,508","23,71","20,90","-15,54","20,55","20,55","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
FFTL4,PN,FOSFERTIL PN,Químicos ,Fertilizantes e Defensivos,14.184.800.000,13.947.000.000,30/09/2011,566.033.000,"25,06","53,34","2,26","3,418","0,00%","1,512","23,77","20,95","-15,58","20,60","20,60","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
LCAM3,ON NM,LOCAMERICA ON NM,Diversos,Aluguel de Carros,13.272.700.000,16.721.700.000,30/06/2020,508.729.000,"26,09","53,62","3,37","2,807","1,76%","1,173","14,62","21,64","-3,06","27,27","14,48","12,97%","5,24%","1,43","7,64%","6,28%","91.142.600,00","3.943.290.000,00","1,33","69,71%"
PNVL3,ON,PANVEL FARMÁCIAS ON,Comércio e Distribuição,Medicamentos,3.355.280.000,3.955.690.000,30/06/2020,151.480.000,"22,15","53,82","6,34","1,172","0,28%","2,182","10,67","35,33","-22,34","41,66","19,89","3,32%","2,18%","1,58","7,48%","11,77%","15.260.500,00","529.635.000,00","1,28","7,88%"
SCAR3,ON,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON,Exploração de Imóveis,Exploração de Imóveis,2.213.640.000,3.308.620.000,30/06/2020,57.737.000,"38,34","54,61","1,48","7,084","0,95%","0,709","7,50","14,27","-2,15","21,33","16,44","49,64%","13,31%","2,02","5,84%","2,70%","237.092,00","1.499.310.000,00","1,04","-3,85%"
HAPV3,ON NM,HAPVIDA ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",47.350.500.000,47.073.500.000,30/06/2020,742.986.000,"63,73","54,77","6,15","6,526","0,51%","3,574","40,50","37,47","-20,92","37,25","27,39","17,42%","11,94%","1,55","11,74%","11,22%","120.657.000,00","7.702.680.000,00","0,27","47,83%"
GVTT3,ON NM,GVT HOLDING ON NM,Telefonia Fixa,Telefonia Fixa,7.919.090.000,8.143.160.000,31/03/2010,137.246.000,"57,70","57,38","3,68","4,312","0,00%","2,268","21,82","25,92","-18,43","26,65","26,65","16,64%","7,52%","1,66","10,32%","6,42%","0,00","2.150.790.000,00","0,24","31,47%"
CEBR5,PNA,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,Energia Elétrica,Energia Elétrica,1.470.580.000,1.620.230.000,30/06/2020,14.416.000,"102,01","57,47","2,08","0,537","3,85%","0,427","22,01","22,04","-1,42","24,28","16,89","2,44%","2,09%","1,05","2,24%","3,61%","59.073,70","707.881.000,00","0,59","5,57%"
AEDU3,ON NM,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA ON NM,Diversos,Educacional,8.020.250.000,8.450.820.000,30/06/2014,437.071.000,"18,35","59,34","3,32","4,141","0,00%","2,159","17,00","41,06","-21,55","43,27","29,01","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
RADL3,ON,RAIADROGASIL ON,Comércio e Distribuição,Medicamentos,42.421.600.000,43.883.600.000,30/06/2020,1.651.930.000,"25,68","59,47","10,44","2,256","0,51%","3,326","19,96","48,38","-16,98","50,04","22,82","4,66%","3,87%","1,53","8,55%","17,55%","162.643.000,00","4.063.700.000,00","0,43","16,39%"
SUBA3,ON, ON,,,4.450.230.000,4.080.640.000,30/09/2006,52.979.000,"84,00","61,95","8,39","8,067","0,00%","6,778","8,03","115,78","8,09","106,17","106,17","6,97%","13,02%","5,55","19,11%","13,54%","0,00","530.396.000,00","0,00","0,00%"
