papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
CRBM7,PNC,CARAÍBA METAIS S.A PNC,Siderurgia e Metalurgia,Artefatos de Cobre,1.800.540.000,1.576.670.000,30/09/2009,30.009.000,"60,00","-19,30","2,18","0,999","0,00%","0,782","1,99","-10,30","11,26","-9,02","-9,02","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%"
WMBY3,ON,WEMBLEY SOCIEDADE ANÔNIMA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,609.360.000,1.768.760.000,30/06/2016,24.000.000,"25,39","-19,30","2,87","0,836","0,00%","0,182","1,20","8,62","-1,50","25,02","25,02","9,70%","-7,05%","1,44","2,39%","-14,86%","0,00","212.439.000,00","6,51","-14,48%"
TDBH4,PN,TELEFÔNICA EMPRESAS S.A PN,,,706.961.000,828.655.000,30/06/2006,1.071.150.000.000,"0,66","-18,63","1,28","0,906","0,00%","0,811","-6,15","8,73","-5,66","10,23","10,23","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
TANC4,PN,TAM PN,Transporte,Transporte Aéreo,6.731.560.000,13.694.400.000,31/03/2012,156.548.000,"43,00","-18,54","3,10","0,511","0,00%","0,428","-25,37","7,96","-0,78","16,20","8,69","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
IGBR6,PNB,GRADIENTE PNB,Utilidades Domésticas,Eletrodomésticos,237.595.000,1.185.580.000,30/06/2020,12.505.000,"19,00","-18,46","-0,25","87,159","0,00%","1,054","-3,11","-18,65","-0,21","-93,07","-93,07","-467,28%","-472,12%","0,14","-5,98%","1,38%","0,00","-934.044.000,00","-1,02","-25,29%"
IGBR5,PNA,GRADIENTE PNA,Utilidades Domésticas,Eletrodomésticos,236.344.000,1.184.330.000,30/06/2020,12.505.000,"18,90","-18,36","-0,25","86,700","0,00%","1,048","-3,09","-18,55","-0,21","-92,98","-92,98","-467,28%","-472,12%","0,14","-5,98%","1,38%","0,00","-934.044.000,00","-1,02","-25,29%"
TUPY3,ON,TUPY ON,Material de Transporte,Material Rodoviário,2.635.570.000,3.854.050.000,30/06/2020,144.178.000,"18,28","-17,42","1,11","0,625","0,00%","0,436","1,54","11,15","-4,90","16,30","6,67","5,61%","-3,59%","2,20","5,35%","-6,38%","15.063.700,00","2.370.790.000,00","1,05","9,01%"
USIM3,ON N1,USIMINAS ON N1,Siderurgia e Metalurgia,Siderurgia,15.538.200.000,19.251.300.000,30/06/2020,1.253.080.000,"12,40","-17,11","1,14","1,113","0,32%","0,579","2,41","19,78","-7,07","24,51","10,73","5,63%","-4,94%","3,14","3,38%","-6,69%","4.021.020,00","13.572.200.000,00","0,46","14,39%"
KROT11,UNT N2,COGNA UNT N2,Diversos,Educacional,10.723.500.000,19.721.800.000,30/06/2020,1.876.610.000,"40,00","-16,71","0,60","1,664","0,00%","0,297","2,67","27,55","-0,97","50,67","14,46","6,04%","-9,89%","2,25","1,22%","-3,60%","0,00","17.846.000.000,00","0,71","6,51%"
BIOM3,ON,BIOMM SA ON,Saúde,Medicamentos e Outros Produtos,1.000.640.000,1.118.240.000,30/06/2020,60.792.000,"16,46","-16,49","8,29","38,863","0,00%","2,813","16,81","-22,10","-8,45","-24,70","-27,01","-175,85%","-235,65%","2,04","-16,06%","-50,27%","308.956,00","120.695.000,00","1,53","1.312,78%"
CCIM3,ON NM,CC DES IMOB ON NM,Construção e Engenharia,Construção Civil,623.760.000,1.742.530.000,30/06/2012,113.000.000,"5,52","-16,44","0,94","0,498","0,00%","0,198","0,53","8,96","-1,09","25,04","38,84","5,55%","-3,03%","2,58","2,38%","-5,75%","0,00","660.347.000,00","1,93","29,98%"
USIM6,PNB N1,USIMINAS PNB N1,Siderurgia e Metalurgia,Siderurgia,14.786.300.000,18.499.500.000,30/06/2020,1.253.080.000,"11,80","-16,28","1,09","1,060","0,37%","0,551","2,30","18,82","-6,73","23,55","10,31","5,63%","-4,94%","3,14","3,38%","-6,69%","457,67","13.572.200.000,00","0,46","14,39%"
USIM5,PNA N1,USIMINAS PNA N1,Siderurgia e Metalurgia,Siderurgia,14.673.600.000,18.386.700.000,30/06/2020,1.253.080.000,"11,71","-16,16","1,08","1,051","0,37%","0,546","2,28","18,68","-6,68","23,41","10,25","5,63%","-4,94%","3,14","3,38%","-6,69%","215.124.000,00","13.572.200.000,00","0,46","14,39%"
TDBH3,ON,TELEFÔNICA EMPRESAS S.A ON,,,599.846.000,721.540.000,30/06/2006,1.071.150.000.000,"0,56","-15,81","1,08","0,769","0,00%","0,688","-5,22","7,40","-4,80","8,91","8,91","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
CRDE3,ON,CR2 ON,Construção e Engenharia,Construção Civil,53.937.900,29.490.900,30/06/2020,2.422.000,"22,27","-15,57","0,44","8,537","64,89%","0,387","2,77","-11,44","4,36","-6,25","-6,27","-74,63%","-62,20%","2,82","-4,19%","-2,85%","16.955,90","121.435.000,00","0,00","-17,08%"
AALR3,ON NM,ALLIAR ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",1.283.480.000,1.859.890.000,30/06/2020,118.293.000,"10,85","-15,19","1,09","1,403","0,80%","0,490","-13,14","-527,75","-1,66","-764,76","16,02","-0,27%","-8,57%","0,87","-0,11%","-7,16%","6.421.540,00","1.179.760.000,00","0,76","-3,97%"
KROT4,PN N2,COGNA PN N2,Diversos,Educacional,9.608.220.000,18.606.500.000,30/06/2020,1.876.610.000,"5,12","-14,97","0,54","1,491","0,00%","0,266","2,39","24,68","-0,87","47,80","13,65","6,04%","-9,89%","2,25","1,22%","-3,60%","0,00","17.846.000.000,00","0,71","6,51%"
GBIO33,DR3,BIOTOSCANA DR3,Saúde,Medicamentos e Outros Produtos,1.108.870.000,1.315.840.000,30/06/2020,106.622.000,"10,40","-14,97","1,32","1,518","0,00%","0,791","7,57","13,53","17,58","16,06","16,06","11,21%","-10,14%","1,31","7,12%","-8,83%","41.578,40","838.439.000,00","0,31","-8,99%"
COGN3,ON,COGNA ON,Diversos,Educacional,9.101.540.000,18.099.900.000,30/06/2020,1.876.610.000,"4,85","-14,18","0,51","1,412","0,09%","0,252","2,26","23,38","-0,83","46,50","13,27","6,04%","-9,89%","2,25","1,22%","-3,60%","323.798.000,00","17.846.000.000,00","0,71","6,51%"
LECO4,PN,LECO PN,Alimentos,Grãos e Derivados,211.700.000,233.089.000,30/09/2008,145.000.000,"1,46","-13,48","2,00","0,637","0,00%","0,924","-16,84","-29,69","-3,16","-32,69","-32,69","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%"
SEDU3,ON,SOMOS EDUCA ON,Mídia,"Jornais, Livros e Revistas",6.238.670.000,7.963.710.000,31/03/2019,262.129.000,"23,80","-13,36","15,00","3,443","0,00%","1,531","57,90","-22,47","-2,67","-28,68","-69,64","-15,33%","-25,73%","1,09","-8,15%","-112,29%","0,00","415.869.000,00","4,67","10,87%"
BKBR3,ON NM,BK BRASIL ON NM,Hoteis e Restaurantes,Restaurante e Similares,2.509.150.000,2.863.760.000,30/06/2020,228.105.000,"11,00","-12,78","1,62","1,016","0,46%","0,709","24,71","-17,55","-2,14","-20,03","16,50","-5,79%","-7,96%","1,14","-5,08%","-12,66%","14.605.200,00","1.550.950.000,00","0,60","11,52%"
IGUA3,ON,CIA. IGUAÇU DE CAFÉ SOLÚVEL ON,Alimentos,Café,236.782.000,426.523.000,30/06/2014,29.053.000,"8,15","-12,52","-1,44","0,568","0,00%","0,564","-0,65","8,22","-0,60","14,80","5,80","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
FGUI3,ON,FERREIRA GUIMARAES ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,477.273.000,579.821.000,30/06/2006,39.772.700.000,"12,00","-12,41","-2,15","16,009","0,00%","25,203","-2,20","-57,76","-2,05","-70,17","-70,17","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%"
IGUA6,PNB,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNB,Alimentos,Café,234.458.000,424.199.000,30/06/2014,29.053.000,"8,07","-12,40","-1,43","0,562","0,00%","0,558","-0,64","8,14","-0,59","14,72","5,77","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
MYPK3,ON,IOCHPE-MAXION ON,Material de Transporte,Material Rodoviário,2.198.200.000,5.834.360.000,30/06/2020,153.720.000,"14,30","-12,26","0,58","0,266","4,64%","0,185","2,86","40,68","-0,63","107,98","11,13","0,65%","-1,34%","1,21","0,56%","-4,76%","31.024.600,00","3.762.400.000,00","1,34","7,07%"
IGUA5,PNA,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNA,Alimentos,Café,231.843.000,421.584.000,30/06/2014,29.053.000,"7,98","-12,26","-1,41","0,556","0,00%","0,552","-0,64","8,04","-0,59","14,63","5,73","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
LOGN3,ON NM,Log-In ON NM,Transporte,Transporte Hidroviário,1.626.640.000,2.397.870.000,30/06/2020,105.489.000,"15,42","-12,21","8,01","1,550","0,00%","0,817","2,70","18,65","-1,89","27,50","11,50","8,31%","-12,69%","2,85","7,14%","-65,56%","15.228.300,00","203.158.000,00","7,04","4,62%"
PRVI3,ON NM,Providencia ON NM,Materiais Diversos,Materiais Diversos,845.150.000,859.778.000,30/09/2015,80.185.000,"10,54","-11,74","1,61","0,919","0,00%","0,565","-250,86","9,71","-1,48","9,87","6,39","9,46%","-7,83%","0,99","6,15%","-13,71%","0,00","525.170.000,00","0,10","16,19%"
CPNY3,ON,COMPANY S/A ON,Construção e Engenharia,Construção Civil,169.214.000,589.014.000,31/03/2012,72.006.100,"2,35","-11,00","0,42","0,232","0,00%","0,054","0,20","1,21","-0,13","4,21","4,21","19,13%","-2,11%","2,26","5,48%","-3,86%","0,00","398.830.000,00","2,33","20,10%"
BAHI3,ON,BAHEMA ON,Holdings Diversificadas,Holdings Diversificadas,207.935.000,209.146.000,30/06/2020,2.235.860,"93,00","-10,47","2,17","1,730","0,00%","0,416","-2,19","544,33","-0,61","547,50","76,95","0,32%","-15,88%","0,36","0,08%","-20,68%","104.019,00","96.017.000,00","0,33","86,20%"
KLBN3,ON N2,KLABIN ON N2,Madeira e Papel,Papel e Celulose,28.630.200.000,49.435.100.000,30/06/2020,5.548.500.000,"5,16","-10,22","10,27","2,666","1,85%","0,769","2,40","12,47","-1,48","21,53","10,36","21,38%","-25,02%","5,65","8,81%","-100,49%","1.651.120,00","2.788.350.000,00","11,00","15,22%"
KLBN4,PN N2,KLABIN PN N2,Madeira e Papel,Papel e Celulose,28.186.400.000,48.991.200.000,30/06/2020,5.548.500.000,"5,08","-10,06","10,11","2,624","1,88%","0,757","2,36","12,27","-1,46","21,33","10,27","21,38%","-25,02%","5,65","8,81%","-100,49%","6.863.600,00","2.788.350.000,00","11,00","15,22%"
KLBN11,UNT N2,KLABIN UNT N2,Madeira e Papel,Papel e Celulose,28.153.100.000,48.957.900.000,30/06/2020,5.548.500.000,"25,37","-10,05","10,10","2,621","1,89%","0,756","2,36","12,26","-1,46","21,32","10,26","21,38%","-25,02%","5,65","8,81%","-100,49%","125.133.000,00","2.788.350.000,00","11,00","15,22%"
BAHI4,PN,BAHEMA PN,Holdings Diversificadas,Holdings Diversificadas,192.284.000,193.495.000,30/06/2020,2.235.860,"86,00","-9,68","2,00","1,600","0,00%","0,385","-2,02","503,36","-0,56","506,53","71,19","0,32%","-15,88%","0,36","0,08%","-20,68%","0,00","96.017.000,00","0,33","86,20%"
TERI3,ON NM,TEREOS ON NM,Alimentos,Alimentos Diversos,1.051.240.000,5.776.240.000,30/06/2016,16.354.000,"64,28","-8,83","0,29","0,107","0,00%","0,081","7,90","7,20","-0,26","39,56","39,56","1,49%","-1,91%","1,03","1,25%","-3,27%","0,00","3.641.000.000,00","1,43","7,94%"
BIOM4,PN,BIOMM SA PN,Saúde,Medicamentos e Outros Produtos,527.675.000,645.276.000,30/06/2020,60.792.000,"8,68","-8,70","4,37","20,494","0,00%","1,483","8,86","-11,65","-4,46","-14,25","-15,58","-175,85%","-235,65%","2,04","-16,06%","-50,27%","0,00","120.695.000,00","1,53","1.312,78%"
PINE4,PN,Pine PN,Financeiros,Bancos,388.174.000,-,30/06/2020,148.158.000,"2,62","-8,31","0,46","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-5,52%","417.424,00","845.022.000,00","0,00","-5,08%"
SEMP3,ON,SEMP TOSHIBA ON,Comércio,Eletrodomésticos,161.603.000,148.630.000,30/09/2008,9.585.000,"16,86","-8,12","1,36","15,081","0,00%","1,201","15,67","-4,42","15,67","-4,07","-4,07","-340,98%","-185,82%","1,64","-30,21%","-16,81%","0,00","118.441.000,00","0,00","-10,37%"
PETR4,PN,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,268.325.000.000,658.330.000.000,30/06/2020,13.044.500.000,"20,57","-7,89","1,11","0,972","3,02%","0,264","4,65","3,14","-0,47","7,70","4,38","30,96%","-12,74%","1,40","9,66%","-14,00%","1.288.350.000,00","242.766.000.000,00","2,06","-0,08%"
PETR3,ON,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,267.282.000.000,657.287.000.000,30/06/2020,13.044.500.000,"20,49","-7,86","1,10","0,968","2,14%","0,263","4,63","3,13","-0,47","7,69","4,37","30,96%","-12,74%","1,40","9,66%","-14,00%","405.099.000,00","242.766.000.000,00","2,06","-0,08%"
SZPQ4,PN,SUZANO PETROQUIMICA S.A. PN,Químicos ,Petroquímicos,1.505.250.000,1.687.960.000,30/09/2010,226.695.000,"6,64","-7,85","2,20","0,855","0,00%","0,744","2,62","-20,31","-3,17","-22,77","-22,77","-4,21%","-10,89%","2,97","-3,77%","-28,00%","0,00","684.467.000,00","0,30","-11,71%"
MEDI3,ON NM,MEDIAL SAUDE ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",805.497.000,584.096.000,31/03/2010,69.740.000,"11,55","-7,52","1,89","0,374","0,00%","0,824","-10,02","-9,11","-3,31","-6,61","-6,61","-4,11%","-4,98%","0,79","-12,30%","-25,13%","0,00","426.164.000,00","0,02","13,02%"
BAHI5,PNA,BAHEMA PNA,Holdings Diversificadas,Holdings Diversificadas,145.331.000,146.542.000,30/06/2020,2.235.860,"65,00","-7,32","1,51","1,209","0,00%","0,291","-1,53","380,45","-0,42","383,62","53,92","0,32%","-15,88%","0,36","0,08%","-20,68%","0,00","96.017.000,00","0,33","86,20%"
VVAR11,UNT N2,VIAVAREJO UNT N2,Comércio,Eletrodomésticos,7.763.080.000,11.362.100.000,30/06/2020,1.597.340.000,"14,58","-6,70","1,54","0,312","0,00%","0,268","3,23","6,97","-1,03","10,21","5,55","4,47%","-4,65%","1,17","5,86%","-22,96%","0,00","5.049.000.000,00","1,65","7,45%"
VVAR4,PN,VIAVAREJO PN,Comércio,Eletrodomésticos,7.731.130.000,11.330.100.000,30/06/2020,1.597.340.000,"4,84","-6,67","1,53","0,310","0,00%","0,267","3,22","6,95","-1,03","10,18","5,53","4,47%","-4,65%","1,17","5,86%","-22,96%","0,00","5.049.000.000,00","1,65","7,45%"
IGBR3,ON,GRADIENTE ON,Utilidades Domésticas,Eletrodomésticos,82.157.800,1.030.140.000,30/06/2020,12.505.000,"6,57","-6,38","-0,09","30,139","0,00%","0,364","-1,07","-6,45","-0,07","-80,87","-80,87","-467,28%","-472,12%","0,14","-5,98%","1,38%","354.066,00","-934.044.000,00","-1,02","-25,29%"
TASA4,PN,TAURUS ARMAS PN,Máquinas e Equipamentos,Armas e Munições,764.982.000,1.567.470.000,30/06/2020,89.055.000,"8,59","-6,25","-2,08","0,619","0,00%","0,623","6,56","4,67","-0,98","9,57","8,55","13,24%","-9,89%","1,17","16,05%","33,25%","18.351.700,00","-367.967.000,00","-2,47","8,30%"
MSPA3,ON,MELHORAMENTOS ON,Madeira e Papel,Papel e Celulose,333.060.000,364.744.000,30/06/2020,6.405.000,"52,00","-6,12","0,39","3,135","0,00%","0,235","5,57","-7,17","-0,72","-7,85","-11,91","-43,74%","-51,20%","2,47","-3,40%","-6,39%","1.299,35","851.946.000,00","0,08","-27,97%"
TASA3,ON,TAURUS ARMAS ON,Máquinas e Equipamentos,Armas e Munições,712.440.000,1.514.930.000,30/06/2020,89.055.000,"8,00","-5,82","-1,94","0,576","0,00%","0,580","6,11","4,35","-0,92","9,25","8,27","13,24%","-9,89%","1,17","16,05%","33,25%","1.417.490,00","-367.967.000,00","-2,47","8,30%"
ADHM3,ON,ADVANCED-DH ON,Prods. de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,34.246.800,34.246.800,30/09/2019,16.308.000,"2,10","-5,50","-1,73","1.037,780","0,00%","141,516","-1,92","-7,66","-1,71","-7,66","-7,82","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","60.627,90","-19.776.000,00","0,00","43,48%"
BUET3,ON,BUETTNER S/A - INDUSTRIA E COMERCIO ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,121.077.000,208.320.000,31/12/2015,4.845.000,"24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,60","-36,32","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
VLID3,ON NM,VALID ON NM,Serviços,Serviços Diversos,605.412.000,1.419.390.000,30/06/2020,71.225.000,"8,50","-5,42","0,53","0,303","8,24%","0,200","1,47","4,56","-1,34","10,70","5,21","6,65%","-5,73%","1,42","5,80%","-9,70%","7.384.230,00","1.151.140.000,00","1,19","3,68%"
MDNE3,ON NM,MOURA DUBEUX ON NM,Construção e Engenharia,Construção Civil,926.357.000,1.047.470.000,30/06/2020,84.909.000,"10,91","-5,39","0,94","3,483","0,00%","0,438","1,57","54,54","-15,11","61,67","51,65","6,39%","-67,59%","2,21","0,86%","-17,39%","4.410.830,00","988.742.000,00","0,23","-23,90%"
AMAR3,ON NM,LOJAS MARISA ON NM,Comércio,"Tecidos, Vestuário e Calçados",1.944.190.000,3.009.620.000,30/06/2020,261.667.000,"7,43","-5,36","1,69","0,799","0,00%","0,618","3,88","11,52","-3,89","17,83","6,26","6,93%","-17,63%","1,51","6,34%","-31,45%","33.486.400,00","1.153.730.000,00","1,19","-4,66%"
TLCP3,ON,TELE LESTE CELULAR PARTICIPAÇÕES SA ON,,,462.912.000,762.921.000,31/12/2005,9.644.000,"48,00","-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
MSPA4,PN,MELHORAMENTOS PN,Madeira e Papel,Papel e Celulose,269.650.000,301.334.000,30/06/2020,6.405.000,"42,10","-4,96","0,32","2,538","0,00%","0,190","4,51","-5,80","-0,58","-6,48","-9,84","-43,74%","-51,20%","2,47","-3,40%","-6,39%","1.290,93","851.946.000,00","0,08","-27,97%"
BAHI11,PRB,BAHEMA PRB,Holdings Diversificadas,Holdings Diversificadas,97.707.000,98.918.000,30/06/2020,2.235.860,"43,70","-4,92","1,02","0,813","0,00%","0,195","-1,03","255,78","-0,29","258,95","36,39","0,32%","-15,88%","0,36","0,08%","-20,68%","0,00","96.017.000,00","0,33","86,20%"
LFFE4,PN,LA FONTE TELECOM S/A PN,Telefonia Fixa,Telefonia Fixa,211.538.000,184.520.000,31/03/2017,54.380.000,"3,89","-4,91","4,08","0,000","0,00%","3,599","0,00","-26,50","0,00","-23,11","10,90","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
CGOS3,ON,CELG ON,Energia Elétrica,Energia Elétrica,858.836.000,1.908.770.000,31/12/2007,32.780.000,"26,20","-4,85","1,89","0,509","0,00%","0,167","-0,83","-256,60","-0,25","-570,29","-570,29","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
PRML3,ON NM,PRUMO ON NM,Transporte,Serviços de Apoio e Armazenagem,4.331.720.000,9.018.470.000,31/12/2017,376.017.000,"11,52","-4,41","1,98","18,612","0,00%","0,581","23,00","-30,33","-0,93","-63,15","1.640,31","-61,36%","-424,99%","2,02","-1,96%","-44,84%","0,00","2.192.720.000,00","2,18","32,85%"
SJOS3,ON,SÃO JOSÉ ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,16.065.000,35.752.000,31/03/2020,13.500.000,"1,19","-4,13","-0,10","0,000","0,00%","3,158","0,00","-10,77","0,00","-23,98","-24,45","0,00%","0,00%","0,00","0,00%","2,51%","0,00","-155.065.000,00","0,00","0,00%"
BUET4,PN,BUETTNER S/A - INDUSTRIA E COMERCIO PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,89.584.000,176.827.000,31/12/2015,4.845.000,"18,49","-4,04","-0,72","1,451","0,00%","0,423","-0,50","-9,72","-0,29","-19,18","-30,83","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
TPIS3,ON NM,TRIUNFO PARTICIPACOES SA ON NM,Transporte,Exploração de Rodovias,216.480.000,2.007.370.000,30/06/2020,176.000.000,"1,23","-4,04","0,31","0,212","0,00%","0,060","-0,27","-36,05","-0,08","-334,28","5,12","-0,59%","-7,43%","0,24","-0,17%","-7,64%","449.792,00","701.690.000,00","2,71","-15,27%"
PMET5,PNA,PRO METALURG PNA,Viagens e Lazer,Bicicletas,47.066.500,263.527.000,31/12/2013,72.410.000.000,"0,65","-3,95","-0,16","4,518","0,00%","30,248","-0,22","89,99","-0,16","503,88","503,88","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
SUZB3,ON,Suzano Papel ON,Madeira e Papel,Papel e Celulose,69.710.300.000,137.835.000.000,30/06/2020,1.361.260.000,"51,21","-3,92","27,98","2,435","0,00%","0,643","8,75","14,12","-0,83","27,92","12,73","17,24%","-62,03%","1,57","5,26%","-713,28%","357.532.000,00","2.491.440.000,00","32,36","30,46%"
LFFE3,ON,LA FONTE TELECOM S/A ON,Telefonia Fixa,Telefonia Fixa,169.122.000,142.104.000,31/03/2017,54.380.000,"3,11","-3,92","3,26","0,000","0,00%","2,877","0,00","-21,18","0,00","-17,80","8,39","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
FBMC3,ON,FIBAM ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,58.160.000,67.581.000,30/09/2018,727.000,"80,00","-3,78","-0,92","3,858","0,00%","1,384","-1,79","-2,85","-0,64","-3,31","-3,69","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
TLCP4,PN,TELE LESTE CELULAR PARTICIPAÇÕES SA PN,,,328.957.000,628.966.000,31/12/2005,9.644.000,"34,11","-3,57","1,25","0,586","0,00%","0,379","-1,96","-18,91","-0,95","-36,16","-36,16","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
TCSA3,ON NM,TECNISA ON NM,Construção e Engenharia,Construção Civil,733.981.000,836.379.000,30/06/2020,73.619.000,"9,97","-3,49","0,87","2,583","0,00%","0,453","2,96","-7,88","-3,50","-8,98","-9,81","-32,78%","-75,95%","1,78","-6,74%","-25,00%","18.840.100,00","841.805.000,00","0,40","-21,03%"
BECE3,ON,BEC ON,,,841.468.000,-,31/03/2006,92.469.000,"9,10","-3,42","8,72","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
BECE4,PN,BEC PN,,,809.104.000,-,31/03/2006,92.469.000,"8,75","-3,29","8,38","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
CALI3,ON,CAL S/A ON,Construção e Engenharia,Construção Civil,36.523.000,46.276.000,30/06/2020,372.000,"98,18","-3,18","10,28","3,984","0,00%","0,390","1,16","-2,56","-0,83","-3,24","-3,31","-155,87%","-125,42%","3,11","-17,49%","-323,68%","0,00","3.552.000,00","3,03","-33,36%"
SHOW3,ON NM,TIME FOR FUN ON NM,Viagens e Lazer,Produção de Eventos e Shows,182.015.000,124.809.000,30/06/2020,67.413.000,"2,70","-3,17","0,71","1,035","0,00%","0,291","1,69","-6,38","-12,62","-4,37","-15,02","-16,23%","-33,56%","1,44","-7,56%","-22,31%","1.300.960,00","257.677.000,00","0,62","-26,88%"
HBTS5,PNA,CIA HABITASUL PNA,Holdings Diversificadas,Holdings Diversificadas,197.288.000,320.574.000,30/06/2020,9.133.690,"21,60","-3,00","0,85","8,257","0,23%","0,159","-1,40","-3,21","-0,24","-5,22","-5,35","-256,93%","-274,76%","0,56","-5,01%","-28,16%","18.038,10","233.449.000,00","0,55","-21,45%"
